index_rows|position|name|date|start|end|minister_number|sex
10|Minister responsible for the Canadian Dairy Commission|Eugene Whelan|27 November 1972-4 June 1979|1972-11-27|1979-06-04|20|male
13|Minister of Health|Ujjal Dosanjh|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
9|Minister responsible for the Canadian Dairy Commission|Bud Olson|6 July 1968-27 November 1972|1968-07-06|1972-11-27|20|male
17|Minister of Indian Affairs and Northern Development|Andy Mitchell|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
100|Minister of Veterans Affairs|Roger Teillet|22 April 1963-20 April 1968|1963-04-22|1968-04-20|19|male
99|President of the Treasury Board|Edgar Benson|1 October 1966-20 April 1968|1966-10-01|1968-04-20|19|male
98|Minister of Transport|Paul Hellyer|19 September 1967-20 April 1968|1967-09-19|1968-04-20|19|male
18|Minister of Indian Affairs and Northern Development|Andy Scott|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
97|Minister of Transport|Jack Pickersgill|3 February 1964-19 September 1967|1964-02-03|1967-09-19|19|male
96|Minister of Transport|George McIlraith|22 April 1963-3 February 1964|1963-04-22|1964-02-03|19|male
101|Minister without Portfolio|William Ross Macdonald|22 April 1963-3 February 1964|1963-04-22|1964-02-03|19|male
95|Minister of Trade and Commerce|Jean-Luc Pépin (acting)|30 March 1968-20 April 1968|1968-03-30|1968-04-20|19|male
31|Minister responsible for Housing|Paul Hellyer|18 January 1968-20 April 1968|1968-01-18|1968-04-20|19|male
92|Solicitor General|Lawrence Pennell|7 July 1965-20 April 1968|1965-07-07|1968-04-20|19|male
91|Solicitor General|John Watson MacNaught|22 April 1963-7 July 1965|1963-04-22|1965-07-07|19|male
90|Secretary of State for Canada|John Joseph Connolly (acting)|10 April 1968-20 April 1968|1968-04-10|1968-04-20|19|male
20|Minister of Industry|David Emerson|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
88|Secretary of State for Canada|Maurice Lamontagne|3 February 1964-18 December 1965|1964-02-03|1965-12-18|19|male
21|Minister of Intergovernmental Affairs|Pierre Pettigrew|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
94|Minister of Trade and Commerce|Robert Winters|4 January 1966-30 March 1968|1966-01-04|1968-03-30|19|male
102|Minister without Portfolio|John Watson MacNaught|22 April 1963-7 July 1965|1963-04-22|1965-07-07|19|male
103|Minister without Portfolio|René Tremblay|22 April 1963-3 February 1964|1963-04-22|1964-02-03|19|male
104|Minister without Portfolio|John Joseph Connolly|3 February 1964-20 April 1968|1964-02-03|1968-04-20|19|male
8|Minister responsible for the Canadian Dairy Commission|Joe Greene|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
7|Minister of Amateur Sport|Marc Lalonde|27 November 1972-15 September 1976|1972-11-27|1976-09-15|20|male
6|Minister of Amateur Sport|John Munro|6 July 1968-27 November 1972|1968-07-06|1972-11-27|20|male
5|Minister of Amateur Sport|Allan MacEachen|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
4|Minister of Agriculture|Eugene Whelan|27 November 1972-4 June 1979|1972-11-27|1979-06-04|20|male
3|Minister of Agriculture|Bud Olson|6 July 1968-27 November 1972|1968-07-06|1972-11-27|20|male
2|Minister of Agriculture|Joe Greene|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
1|Deputy Prime Minister|Allan MacEachen|16 September 1977-4 June 1979|1977-09-16|1979-06-04|20|male
0|Prime Minister|Pierre Trudeau|20 April 1968-4 June 1979|1968-04-20|1979-06-04|20|male
111|Minister without Portfolio|Charles Granger|25 September 1967-20 April 1968|1967-09-25|1968-04-20|19|male
110|Minister without Portfolio|Jean Chrétien|4 April 1967-18 January 1968|1967-04-04|1968-01-18|19|male
109|Minister without Portfolio|Walter Gordon|9 January 1967-4 April 1967|1967-01-09|1967-04-04|19|male
108|Minister without Portfolio|John Turner|18 December 1965-4 April 1967|1965-12-18|1967-04-04|19|male
107|Minister without Portfolio|Jean-Luc Pépin|7 July 1965-18 December 1965|1965-07-07|1965-12-18|19|male
106|Minister without Portfolio|Lawrence Pennell|7 July 1965-1 October 1966|1965-07-07|1966-10-01|19|male
14|Minister of Human Resources and Skills Development|Joseph Volpe|12 December 2003 – 13 January 2005: |2003-12-12|2005-01-13|27|male
105|Minister without Portfolio|Yvon Dupuis|3 February 1964-22 January 1965|1964-02-03|1965-01-22|19|male
86|Registrar General of Canada|John Turner|4 April 1967-21 December 1967|1967-04-04|1967-12-21|19|male
30|Minister in charge of Housing|Edgar Benson|18 January 1968-20 April 1968|1968-01-18|1968-04-20|19|male
66|Minister of State (Multiculturalism and Status of Women)|Jean Augustine|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
28|Minister of Forestry|Maurice Sauvé|3 February 1964-1 October 1966|1964-02-03|1966-10-01|19|male
50|Minister of Resources and Development|Robert Winters|18 January 1950-17 September 1953|1950-01-18|1953-09-17|17|male
49|Minister of Reconstruction and Supply|Robert Winters|15 November 1948-18 January 1950|1948-11-15|1950-01-18|17|male
48|Minister of Public Works|Robert Winters|17 September 1953-21 June 1957|1953-09-17|1957-06-21|17|male
47|Minister of Public Works|Walter Harris|12 June 1953-17 September 1953|1953-06-12|1953-09-17|17|male
46|Minister of Public Works|Alphonse Fournier|15 November 1948-12 June 1953|1948-11-15|1953-06-12|17|male
45|President of the Queen's Privy Council|Lionel Chevrier|25 April 1957-21 June 1957|1957-04-25|1957-06-21|17|male
44|President of the Queen's Privy Council|Louis St. Laurent|15 November 1948-25 April 1957|1948-11-15|1957-04-25|17|male
51|Minister of Resources and Development|Jean Lesage|17 September 1953-16 December 1953|1953-09-17|1953-12-16|17|male
43|Postmaster General|Hugues Lapointe|3 November 1955-21 June 1957|1955-11-03|1957-06-21|17|male
40|Postmaster General|Alcide Côté|13 February 1952-8 August 1955|1952-02-13|1955-08-08|17|male
38|Postmaster General|Ernest Bertrand|15 November 1948-25 August 1949|1948-11-15|1949-08-25|17|male
37|Minister of Northern Affairs and National Resources|Jean Lesage|16 December 1953-21 June 1957|1953-12-16|1957-06-21|17|male
36|Minister of National Revenue|James Joseph McCann|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|male
35|Minister of National Health and Welfare|Paul Martin Sr.|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|male
34|Minister of National Defence|Ralph Campney|1 July 1954-21 June 1957|1954-07-01|1957-06-21|17|male
32|Associate Minister of National Defence|Paul Hellyer|26 April 1957-21 June 1957|1957-04-26|1957-06-21|17|male
42|Postmaster General|Roch Pinard (acting)|16 August 1955-3 November 1955|1955-08-16|1955-11-03|17|male
30|Associate Minister of National Defence|Ralph Campney|12 February 1953-1 July 1954|1953-02-12|1954-07-01|17|male
52|Secretary of State for Canada and Registrar General|Colin W. G. Gibson|15 November 1948-1 April 1949|1948-11-15|1949-04-01|17|male
54|Secretary of State for Canada and Registrar General|Jack Pickersgill|12 June 1953-1 July 1954|1953-06-12|1954-07-01|17|male
3|Minister responsible for the Canadian Dairy Commission|Ralph Ferguson|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
2|Minister of Agriculture|Ralph Ferguson|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
1|Deputy Prime Minister|Jean Chrétien|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
0|Prime Minister|John Turner|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
68|Minister without Portfolio|William Ross Macdonald|14 October 1953-12 January 1954|1953-10-14|1954-01-12|17|male
67|Minister without Portfolio|James Angus MacKinnon|1 April 1949-14 December 1950|1949-04-01|1950-12-14|17|male
65|Minister of Veterans Affairs|Hugues Lapointe|7 August 1950-21 June 1957|1950-08-07|1957-06-21|17|male
53|Secretary of State for Canada and Registrar General|Frederick Gordon Bradley|1 April 1949-12 June 1953|1949-04-01|1953-06-12|17|male
64|Minister of Veterans Affairs|Milton Fowler Gregg|15 November 1948-7 August 1950|1948-11-15|1950-08-07|17|male
62|Minister of Transport|Lionel Chevrier|15 November 1948-1 July 1954|1948-11-15|1954-07-01|17|male
60|Solicitor General|William Ross Macdonald|12 January 1954-21 June 1957|1954-01-12|1957-06-21|17|male
59|Solicitor General|Ralph Campney|15 October 1952-12 January 1954|1952-10-15|1954-01-12|17|male
58|Solicitor General|Stuart Garson|7 August 1950-15 October 1952|1950-08-07|1952-10-15|17|male
57|Solicitor General|Hugues Lapointe|25 August 1949-7 August 1950|1949-08-25|1950-08-07|17|male
56|Solicitor General|Joseph Jean|15 November 1948-25 August 1949|1948-11-15|1949-08-25|17|male
55|Secretary of State for Canada and Registrar General|Roch Pinard|1 July 1954-21 June 1957|1954-07-01|1957-06-21|17|male
63|Minister of Transport|George Carlyle Marler|1 July 1954-21 June 1957|1954-07-01|1957-06-21|17|male
4|Minister responsible for Canadian International Development Agency|Jean Chrétien|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
28|Minister of Mines and Technical Surveys|George Prudham|18 December 1950-21 June 1957|1950-12-18|1957-06-21|17|male
26|Minister of Mines and Resources|Colin W. G. Gibson|1 April 1949-18 January 1950|1949-04-01|1950-01-18|17|male
1|Minister of Agriculture|James Garfield Gardiner|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|male
0|Prime Minister|Louis St. Laurent|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|male
83|Leader of the Government in the House of Commons|Tony Valeri|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
82|Leader of the Government in the House of Commons|Jacques Saada|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
61|Minister of State (Federal Economic Development Initiative for Northern Ontario)|Andy Mitchell|28 June 2005 – 6 February 2006: |2005-06-28|2006-02-06|27|male
81|Leader of the Government in the Senate|Jacob Austin|12 December 2003 – 6 February 2006: |2003-12-12|2006-02-06|27|male
62|Minister of State (Financial Institutions)|Denis Paradis|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
2|Minister for Canada Mortgage and Housing Corporation|Robert Winters|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|male
80|Federal Interlocutor for Métis and Non-Status Indians|Andy Scott|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
78|Attorney General of Canada|Irwin Cotler|12 December 2003 – 6 February 2006: |2003-12-12|2006-02-06|27|male
77|President of the Treasury Board|Reg Alcock|12 December 2003 – 6 February 2006: |2003-12-12|2006-02-06|27|male
64|Minister of State (Infrastructure)|Andy Scott|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
75|President of the Queen's Privy Council for Canada|Denis Coderre|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
65|Minister of State (Infrastructure and Communities)|John Godfrey|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
71|Minister of State (Sport)|Stephen Owen|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
70|Minister of State (Sport)|Stan Keyes|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
79|Federal Interlocutor for Métis and Non-Status Indians|Denis Coderre|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
27|Minister of Mines and Technical Surveys|James Joseph McCann|18 January 1950-18 December 1950|1950-01-18|1950-12-18|17|male
4|Minister of Citizenship and Immigration|Walter Harris|18 January 1950-1 July 1954|1950-01-18|1954-07-01|17|male
8|Secretary of State for External Affairs|Lester B. Pearson|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|male
25|Minister of Mines and Resources|James Angus MacKinnon|15 November 1948-1 April 1949|1948-11-15|1949-04-01|17|male
24|Leader of the Government in the Senate|William Ross Macdonald|14 October 1953-21 June 1957|1953-10-14|1957-06-21|17|male
22|Leader of the Government in the House of Commons|Walter Harris|9 May 1953-21 June 1957|1953-05-09|1957-06-21|17|male
21|Leader of the Government in the House of Commons|Alphonse Fournier|15 November 1948-9 May 1953|1948-11-15|1953-05-09|17|male
20|Minister of Labour|Milton Fowler Gregg|7 August 1950-21 June 1957|1950-08-07|1957-06-21|17|male
19|Minister of Labour|Paul Martin Sr. (acting)|3 August 1950-7 August 1950|1950-08-03|1950-08-07|17|male
18|Minister of Labour|Humphrey Mitchell|15 November 1948-3 August 1950|1948-11-15|1950-08-03|17|male
5|Minister of Citizenship and Immigration|Jack Pickersgill|1 July 1954-21 June 1957|1954-07-01|1957-06-21|17|male
17|Minister of Justice and Attorney General|Stuart Garson|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|male
15|Minister responsible for Indian Affairs|Walter Harris|18 January 1950-1 July 1954|1950-01-18|1954-07-01|17|male
14|Minister responsible for Indian Affairs|Colin W. G. Gibson|1 April 1949-18 January 1950|1949-04-01|1950-01-18|17|male
13|Minister responsible for Indian Affairs|James Angus MacKinnon|15 November 1948-1 April 1949|1948-11-15|1949-04-01|17|male
12|Minister of Fisheries|James Sinclair|15 October 1952-21 June 1957|1952-10-15|1957-06-21|17|male
11|Minister of Fisheries|Robert Wellington Mayhew|15 November 1948-15 October 1952|1948-11-15|1952-10-15|17|male
10|Minister of Finance and Receiver General|Walter Harris|1 July 1954-21 June 1957|1954-07-01|1957-06-21|17|male
9|Minister of Finance and Receiver General|Douglas Abbott|15 November 1948-1 July 1954|1948-11-15|1954-07-01|17|male
16|Minister responsible for Indian Affairs|Jack Pickersgill|1 July 1954-21 June 1957|1954-07-01|1957-06-21|17|male
29|Minister of Forestry and Rural Development|Maurice Sauvé|1 October 1966-20 April 1968|1966-10-01|1968-04-20|19|male
5|Minister responsible for Canada Mortgage and Housing Corporation|Charles Lapointe|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
59|Minister of State (Families and Caregivers)|Tony Ianno|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
41|Minister of Veterans Affairs|John McCallum|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
10|Minister for the Canadian Wheat Board|Mitchell Sharp|22 April 1963-4 January 1966|1963-04-22|1966-01-04|19|male
9|Minister for Canada Mortgage and Housing Corporation|Edgar Benson|18 January 1968-20 April 1968|1968-01-18|1968-04-20|19|male
8|Minister for Canada Mortgage and Housing Corporation|John Robert Nicholson|19 March 1964-18 January 1968|1964-03-19|1968-01-18|19|male
7|Minister for Canada Mortgage and Housing Corporation|George McIlraith (acting)|14 March 1964-19 March 1964|1964-03-14|1964-03-19|19|male
6|Minister for Canada Mortgage and Housing Corporation|Jack Garland|22 April 1963-14 March 1964|1963-04-22|1964-03-14|19|male
5|Minister responsible for the Canadian Dairy Commission|Joe Greene|1 October 1966-20 April 1968|1966-10-01|1968-04-20|19|male
11|Minister for the Canadian Wheat Board|Robert Winters|4 January 1966-30 March 1968|1966-01-04|1968-03-30|19|male
4|Minister of Amateur Sport|Allan MacEachen|18 December 1965-20 April 1968|1965-12-18|1968-04-20|19|male
45|Minister responsible for the Canadian Wheat Board|Reg Alcock|12 December 2003 – 6 February 2006: |2003-12-12|2006-02-06|27|male
2|Minister of Agriculture|Joe Greene|18 December 1965-20 April 1968|1965-12-18|1968-04-20|19|male
46|Minister responsible for Democratic Reform|Jacques Saada|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
50|Minister responsible for La Francophonie|Denis Coderre|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
1|Minister of Agriculture|Harry Hays|22 April 1963-18 December 1965|1963-04-22|1965-12-18|19|male
0|Prime Minister|Lester Pearson|22 April 1963-20 April 1968|1963-04-22|1968-04-20|19|male
53|Minister of State (Youth)|Jean Lapierre|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
44|Minister of Western Economic Diversification|Stephen Owen|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
51|Minister responsible for La Francophonie|Jacques Saada|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
